repo,source,ll_file,status
libexpat,corpus_src/libexpat/expat/tests/dummy.c,corpus_ll/libexpat_expat_tests_dummy.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/chardata.c,corpus_ll/libexpat_expat_tests_chardata.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/basic_tests.c,corpus_ll/libexpat_expat_tests_basic_tests.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/minicheck.c,corpus_ll/libexpat_expat_tests_minicheck.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/nsalloc_tests.c,corpus_ll/libexpat_expat_tests_nsalloc_tests.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/runtests.c,corpus_ll/libexpat_expat_tests_runtests.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/common.c,corpus_ll/libexpat_expat_tests_common.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/structdata.c,corpus_ll/libexpat_expat_tests_structdata.ll,skipped
libexpat,corpus_src/libexpat/expat/tests/handlers.c,corpus_ll/libexpat_expat_tests_handlers.ll,skipped
stb,corpus_src/stb/stb_vorbis.c,corpus_ll/stb_stb_vorbis.ll,ok
stb,corpus_src/stb/deprecated/stb_image.c,corpus_ll/stb_deprecated_stb_image.ll,ok
stb,corpus_src/stb/deprecated/stretch_test.c,corpus_ll/stb_deprecated_stretch_test.ll,ok
stb,corpus_src/stb/stb_image_resize_test/stbirtest.c,corpus_ll/stb_stb_image_resize_test_stbirtest.ll,failed
stb,corpus_src/stb/stb_image_resize_test/vf_train.c,corpus_ll/stb_stb_image_resize_test_vf_train.ll,failed
stb,corpus_src/stb/stb_image_resize_test/oldir.c,corpus_ll/stb_stb_image_resize_test_oldir.ll,failed
stb,corpus_src/stb/stb_image_resize_test/dotimings.c,corpus_ll/stb_stb_image_resize_test_dotimings.ll,failed
stb,corpus_src/stb/tools/trailing_whitespace.c,corpus_ll/stb_tools_trailing_whitespace.ll,failed
stb,corpus_src/stb/tools/build_matrix.c,corpus_ll/stb_tools_build_matrix.ll,failed
stb,corpus_src/stb/tools/easy_font_maker.c,corpus_ll/stb_tools_easy_font_maker.ll,failed
stb,corpus_src/stb/tools/make_readme.c,corpus_ll/stb_tools_make_readme.ll,failed
stb,corpus_src/stb/tools/unicode.c,corpus_ll/stb_tools_unicode.ll,failed
stb,corpus_src/stb/tests/test_voxel.c,corpus_ll/stb_tests_test_voxel.ll,skipped
stb,corpus_src/stb/tests/vorbseek/vorbseek.c,corpus_ll/stb_tests_vorbseek_vorbseek.ll,skipped
stb,corpus_src/stb/tests/stbi_read_fuzzer.c,corpus_ll/stb_tests_stbi_read_fuzzer.ll,skipped
stb,corpus_src/stb/tests/oversample/main.c,corpus_ll/stb_tests_oversample_main.ll,skipped
stb,corpus_src/stb/tests/test_image_write.c,corpus_ll/stb_tests_test_image_write.ll,skipped
stb,corpus_src/stb/tests/herringbone_generator.c,corpus_ll/stb_tests_herringbone_generator.ll,skipped
stb,corpus_src/stb/tests/stblib_test.c,corpus_ll/stb_tests_stblib_test.ll,skipped
stb,corpus_src/stb/tests/stb_static.c,corpus_ll/stb_tests_stb_static.ll,skipped
stb,corpus_src/stb/tests/test_png_paeth.c,corpus_ll/stb_tests_test_png_paeth.ll,skipped
stb,corpus_src/stb/tests/test_perlin.c,corpus_ll/stb_tests_test_perlin.ll,skipped
stb,corpus_src/stb/tests/sdf/sdf_test.c,corpus_ll/stb_tests_sdf_sdf_test.ll,skipped
stb,corpus_src/stb/tests/textedit_sample.c,corpus_ll/stb_tests_textedit_sample.ll,skipped
stb,corpus_src/stb/tests/fuzz_main.c,corpus_ll/stb_tests_fuzz_main.ll,skipped
stb,corpus_src/stb/tests/test_sprintf.c,corpus_ll/stb_tests_test_sprintf.ll,skipped
stb,corpus_src/stb/tests/c_lexer_test.c,corpus_ll/stb_tests_c_lexer_test.ll,skipped
stb,corpus_src/stb/tests/test_c_lexer.c,corpus_ll/stb_tests_test_c_lexer.ll,skipped
stb,corpus_src/stb/tests/test_vorbis.c,corpus_ll/stb_tests_test_vorbis.ll,skipped
stb,corpus_src/stb/tests/resample_test_c.c,corpus_ll/stb_tests_resample_test_c.ll,skipped
stb,corpus_src/stb/tests/test_easyfont.c,corpus_ll/stb_tests_test_easyfont.ll,skipped
stb,corpus_src/stb/tests/stblib_test_companion.c,corpus_ll/stb_tests_stblib_test_companion.ll,skipped
stb,corpus_src/stb/tests/test_dxt.c,corpus_ll/stb_tests_test_dxt.ll,skipped
stb,corpus_src/stb/tests/truetype_test_win32.c,corpus_ll/stb_tests_truetype_test_win32.ll,skipped
stb,corpus_src/stb/tests/image_test.c,corpus_ll/stb_tests_image_test.ll,skipped
stb,corpus_src/stb/tests/test_image.c,corpus_ll/stb_tests_test_image.ll,skipped
stb,corpus_src/stb/tests/herringbone_map.c,corpus_ll/stb_tests_herringbone_map.ll,skipped
stb,corpus_src/stb/tests/test_siphash.c,corpus_ll/stb_tests_test_siphash.ll,skipped
stb,corpus_src/stb/tests/test_c_compilation.c,corpus_ll/stb_tests_test_c_compilation.ll,skipped
stb,corpus_src/stb/tests/test_truetype.c,corpus_ll/stb_tests_test_truetype.ll,skipped
stb,corpus_src/stb/tests/pg_test/pg_test.c,corpus_ll/stb_tests_pg_test_pg_test.ll,skipped
stb,corpus_src/stb/tests/test_ds.c,corpus_ll/stb_tests_test_ds.ll,skipped
stb,corpus_src/stb/tests/caveview/main.c,corpus_ll/stb_tests_caveview_main.ll,skipped
stb,corpus_src/stb/tests/caveview/cave_main.c,corpus_ll/stb_tests_caveview_cave_main.ll,skipped
stb,corpus_src/stb/tests/caveview/cave_parse.c,corpus_ll/stb_tests_caveview_cave_parse.ll,skipped
stb,corpus_src/stb/tests/caveview/cave_render.c,corpus_ll/stb_tests_caveview_cave_render.ll,skipped
stb,corpus_src/stb/tests/caveview/cave_mesher.c,corpus_ll/stb_tests_caveview_cave_mesher.ll,skipped
stb,corpus_src/stb/tests/caveview/win32/SDL_windows_main.c,corpus_ll/stb_tests_caveview_win32_SDL_windows_main.ll,skipped
stb,corpus_src/stb/tests/image_write_test.c,corpus_ll/stb_tests_image_write_test.ll,skipped
stb,corpus_src/stb/tests/tilemap_editor_integration_example.c,corpus_ll/stb_tests_tilemap_editor_integration_example.ll,skipped
stb,corpus_src/stb/tests/test_png_regress.c,corpus_ll/stb_tests_test_png_regress.ll,skipped
stb,corpus_src/stb/tests/grid_reachability.c,corpus_ll/stb_tests_grid_reachability.ll,skipped
stb,corpus_src/stb/tests/stb.c,corpus_ll/stb_tests_stb.ll,skipped
miniz,corpus_src/miniz/examples/example4.c,corpus_ll/miniz_examples_example4.ll,skipped
miniz,corpus_src/miniz/examples/example6.c,corpus_ll/miniz_examples_example6.ll,skipped
miniz,corpus_src/miniz/examples/example5.c,corpus_ll/miniz_examples_example5.ll,skipped
miniz,corpus_src/miniz/examples/example1.c,corpus_ll/miniz_examples_example1.ll,skipped
miniz,corpus_src/miniz/examples/example2.c,corpus_ll/miniz_examples_example2.ll,skipped
miniz,corpus_src/miniz/examples/example3.c,corpus_ll/miniz_examples_example3.ll,skipped
miniz,corpus_src/miniz/miniz_tdef.c,corpus_ll/miniz_miniz_tdef.ll,failed
miniz,corpus_src/miniz/miniz.c,corpus_ll/miniz_miniz.ll,failed
miniz,corpus_src/miniz/miniz_tinfl.c,corpus_ll/miniz_miniz_tinfl.ll,failed
miniz,corpus_src/miniz/miniz_zip.c,corpus_ll/miniz_miniz_zip.ll,failed
miniz,corpus_src/miniz/tests/flush_fuzzer.c,corpus_ll/miniz_tests_flush_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/small_fuzzer.c,corpus_ll/miniz_tests_small_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/fuzz_main.c,corpus_ll/miniz_tests_fuzz_main.ll,skipped
miniz,corpus_src/miniz/tests/uncompress2_fuzzer.c,corpus_ll/miniz_tests_uncompress2_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/zip_fuzzer.c,corpus_ll/miniz_tests_zip_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/large_fuzzer.c,corpus_ll/miniz_tests_large_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/compress_fuzzer.c,corpus_ll/miniz_tests_compress_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/add_in_place_fuzzer.c,corpus_ll/miniz_tests_add_in_place_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/checksum_fuzzer.c,corpus_ll/miniz_tests_checksum_fuzzer.ll,skipped
miniz,corpus_src/miniz/tests/uncompress_fuzzer.c,corpus_ll/miniz_tests_uncompress_fuzzer.ll,skipped
inih,corpus_src/inih/examples/ini_example.c,corpus_ll/inih_examples_ini_example.ll,skipped
inih,corpus_src/inih/examples/ini_dump.c,corpus_ll/inih_examples_ini_dump.ll,skipped
inih,corpus_src/inih/examples/ini_xmacros.c,corpus_ll/inih_examples_ini_xmacros.ll,skipped
inih,corpus_src/inih/fuzzing/inihfuzz.c,corpus_ll/inih_fuzzing_inihfuzz.ll,ok
inih,corpus_src/inih/tests/unittest.c,corpus_ll/inih_tests_unittest.ll,skipped
inih,corpus_src/inih/tests/unittest_string.c,corpus_ll/inih_tests_unittest_string.ll,skipped
inih,corpus_src/inih/tests/unittest_alloc.c,corpus_ll/inih_tests_unittest_alloc.ll,skipped
inih,corpus_src/inih/ini.c,corpus_ll/inih_ini.ll,ok
sha1,corpus_src/sha1/sha1.c,corpus_ll/sha1_sha1.ll,ok
sha1,corpus_src/sha1/test.c,corpus_ll/sha1_test.ll,failed
klib,corpus_src/klib/kalloc.c,corpus_ll/klib_kalloc.ll,ok
klib,corpus_src/klib/bgzf.c,corpus_ll/klib_bgzf.ll,ok
klib,corpus_src/klib/kmath.c,corpus_ll/klib_kmath.ll,ok
klib,corpus_src/klib/keigen.c,corpus_ll/klib_keigen.ll,ok
klib,corpus_src/klib/kopen.c,corpus_ll/klib_kopen.ll,failed
klib,corpus_src/klib/knhx.c,corpus_ll/klib_knhx.ll,ok
klib,corpus_src/klib/khmm.c,corpus_ll/klib_khmm.ll,ok
klib,corpus_src/klib/ksa.c,corpus_ll/klib_ksa.ll,ok
klib,corpus_src/klib/kmempool.c,corpus_ll/klib_kmempool.ll,ok
klib,corpus_src/klib/kexpr.c,corpus_ll/klib_kexpr.ll,ok
klib,corpus_src/klib/kurl.c,corpus_ll/klib_kurl.ll,ok
klib,corpus_src/klib/kthread.c,corpus_ll/klib_kthread.ll,ok
klib,corpus_src/klib/ksw.c,corpus_ll/klib_ksw.ll,ok
klib,corpus_src/klib/knetfile.c,corpus_ll/klib_knetfile.ll,ok
klib,corpus_src/klib/kstring.c,corpus_ll/klib_kstring.ll,ok
klib,corpus_src/klib/kson.c,corpus_ll/klib_kson.ll,ok
klib,corpus_src/klib/kbarena.c,corpus_ll/klib_kbarena.ll,ok
klib,corpus_src/klib/test/kavl_test.c,corpus_ll/klib_test_kavl_test.ll,skipped
klib,corpus_src/klib/test/kthread_test.c,corpus_ll/klib_test_kthread_test.ll,skipped
klib,corpus_src/klib/test/kstring_bench2.c,corpus_ll/klib_test_kstring_bench2.ll,skipped
klib,corpus_src/klib/test/kbit_test.c,corpus_ll/klib_test_kbit_test.ll,skipped
klib,corpus_src/klib/test/kavl-lite_test.c,corpus_ll/klib_test_kavl-lite_test.ll,skipped
klib,corpus_src/klib/test/ksort_test.c,corpus_ll/klib_test_ksort_test.ll,skipped
klib,corpus_src/klib/test/kthread_test2.c,corpus_ll/klib_test_kthread_test2.ll,skipped
klib,corpus_src/klib/test/kseq_test.c,corpus_ll/klib_test_kseq_test.ll,skipped
klib,corpus_src/klib/test/kstring_test.c,corpus_ll/klib_test_kstring_test.ll,skipped
klib,corpus_src/klib/test/kbarena_test.c,corpus_ll/klib_test_kbarena_test.ll,skipped
klib,corpus_src/klib/test/krmq_test.c,corpus_ll/klib_test_krmq_test.ll,skipped
klib,corpus_src/klib/test/khash_keith.c,corpus_ll/klib_test_khash_keith.ll,skipped
klib,corpus_src/klib/test/kbtree_test.c,corpus_ll/klib_test_kbtree_test.ll,skipped
klib,corpus_src/klib/test/kgraph_test.c,corpus_ll/klib_test_kgraph_test.ll,skipped
klib,corpus_src/klib/test/ketopt_test.c,corpus_ll/klib_test_ketopt_test.ll,skipped
klib,corpus_src/klib/test/khash_test.c,corpus_ll/klib_test_khash_test.ll,skipped
klib,corpus_src/klib/test/khash_keith2.c,corpus_ll/klib_test_khash_keith2.ll,skipped
klib,corpus_src/klib/test/kstring_bench.c,corpus_ll/klib_test_kstring_bench.ll,skipped
klib,corpus_src/klib/test/kmin_test.c,corpus_ll/klib_test_kmin_test.ll,skipped
klib,corpus_src/klib/test/klist_test.c,corpus_ll/klib_test_klist_test.ll,skipped
klib,corpus_src/klib/test/kseq_bench2.c,corpus_ll/klib_test_kseq_bench2.ll,skipped
klib,corpus_src/klib/test/kseq_bench.c,corpus_ll/klib_test_kseq_bench.ll,skipped
